hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
6.071384426595,21,3,3,4.0,2.0,1.0,24,Travel_Rarely,Human Resources,28,4,Human Resources,1,2084,Male,3,Manufacturing Director,Married,28860,1.0,Y,19,8,1,1.0,5,1,0,0,Yes
6.3239547077197225,21,2,3,1.0,2.0,3.0,38,Travel_Rarely,Research & Development,5,2,Life Sciences,1,50,Female,3,Research Scientist,Married,63840,3.0,Y,19,8,2,19.0,4,10,0,1,No
6.219141008478333,10,2,3,2.0,3.0,3.0,40,Travel_Rarely,Research & Development,3,3,Life Sciences,1,2191,Male,2,Sales Executive,Divorced,45770,5.0,Y,11,8,1,15.0,3,12,11,8,No
5.9003592146361115,21,2,3,4.0,3.0,3.0,50,Non-Travel,Human Resources,2,2,Life Sciences,1,494,Male,1,Laboratory Technician,Married,36880,0.0,Y,11,8,0,19.0,3,18,0,13,No
5.943022088353334,17,3,3,1.0,3.0,3.0,34,Non-Travel,Sales,1,2,Life Sciences,1,3660,Male,2,Research Scientist,Divorced,86210,1.0,Y,17,8,1,5.0,1,5,0,0,No
6.939856091030555,5,3,3,4.0,1.0,3.0,38,Travel_Rarely,Sales,6,3,Other,1,424,Male,2,Sales Executive,Married,87890,1.0,Y,11,8,3,15.0,4,15,5,11,No
5.975236501561667,20,3,4,4.0,4.0,4.0,32,Travel_Frequently,Sales,2,3,Marketing,1,4297,Male,3,Laboratory Technician,Divorced,77560,0.0,Y,21,8,0,9.0,3,8,0,7,No
7.058837572512222,20,3,3,4.0,4.0,2.0,36,Non-Travel,Sales,1,1,Medical,1,1190,Female,1,Human Resources,Divorced,132470,1.0,Y,14,8,0,15.0,3,15,11,11,No
6.401403391343056,7,1,3,3.0,3.0,2.0,32,Travel_Rarely,Sales,10,3,Marketing,1,369,Female,1,Human Resources,Married,30720,5.0,Y,12,8,0,9.0,4,5,1,3,No
6.247788933511667,10,4,4,4.0,3.0,3.0,47,Travel_Rarely,Research & Development,4,3,Life Sciences,1,3012,Female,2,Healthcare Representative,Married,59060,4.0,Y,23,8,0,21.0,4,3,1,1,No
7.460060240963611,4,2,3,3.0,1.0,3.0,26,Travel_Frequently,Sales,11,3,Marketing,1,3368,Male,2,Healthcare Representative,Single,22670,1.0,Y,19,8,3,7.0,2,7,0,7,No
6.2265261044175,6,3,3,4.0,4.0,3.0,33,Travel_Rarely,Sales,23,4,Marketing,1,2003,Female,4,Sales Executive,Divorced,39830,4.0,Y,12,8,0,9.0,3,3,1,2,No
6.985999553770555,20,3,3,4.0,4.0,4.0,32,Travel_Frequently,Sales,9,4,Life Sciences,1,2532,Male,4,Sales Executive,Single,43270,8.0,Y,13,8,0,4.0,4,0,0,0,No
8.735999553770556,15,2,4,3.0,3.0,3.0,40,Travel_Rarely,Research & Development,8,3,Medical,1,111,Female,1,Healthcare Representative,Married,86280,2.0,Y,20,8,0,8.0,2,6,1,0,Yes
9.773067826862778,17,2,3,1.0,3.0,3.0,30,Travel_Rarely,Sales,2,3,Life Sciences,1,1933,Male,2,Healthcare Representative,Married,40000,4.0,Y,12,8,0,7.0,5,5,0,1,Yes
6.0653792949575,20,3,3,3.0,4.0,3.0,31,Travel_Frequently,Research & Development,7,3,Life Sciences,1,3501,Male,1,Sales Executive,Married,52580,0.0,Y,14,8,3,3.0,5,2,2,2,No
10.082624944221111,16,3,3,3.0,2.0,2.0,46,Travel_Rarely,Research & Development,8,3,Life Sciences,1,1476,Female,4,Research Director,Married,40710,3.0,Y,13,8,0,28.0,5,7,7,7,No
7.2556816153502774,12,2,4,1.0,3.0,3.0,34,Travel_Rarely,Research & Development,1,4,Other,1,1316,Male,4,Laboratory Technician,Single,41980,1.0,Y,22,8,1,16.0,2,16,2,10,No
7.8872735385986115,15,3,3,4.0,3.0,3.0,32,Travel_Frequently,Research & Development,9,3,Life Sciences,1,624,Female,2,Research Scientist,Single,50700,4.0,Y,12,8,1,10.0,6,8,0,7,No
7.551838464970833,11,4,3,3.0,4.0,3.0,38,Travel_Rarely,Sales,4,4,Life Sciences,1,2862,Male,1,Manufacturing Director,Single,70820,1.0,Y,14,8,0,2.0,3,2,2,1,No
5.953782909415278,6,2,3,2.0,1.0,3.0,39,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2616,Male,2,Sales Executive,Single,98520,0.0,Y,12,8,1,21.0,5,20,11,10,No
6.614474564926111,7,3,3,1.0,4.0,3.0,36,Non-Travel,Sales,28,1,Life Sciences,1,451,Male,2,Research Scientist,Divorced,48980,4.0,Y,13,8,1,12.0,3,7,0,7,No
7.104441097724167,18,2,4,3.0,2.0,4.0,31,Travel_Frequently,Research & Development,10,1,Life Sciences,1,1472,Female,1,Research Scientist,Single,41890,0.0,Y,23,8,1,6.0,3,5,1,4,Yes
7.071315261044167,17,2,3,2.0,4.0,3.0,34,Travel_Rarely,Research & Development,28,3,Technical Degree,1,2696,Male,1,Laboratory Technician,Divorced,107930,0.0,Y,11,8,3,3.0,1,2,1,2,No
5.947781124497777,11,3,3,2.0,4.0,3.0,34,Travel_Rarely,Research & Development,14,4,Technical Degree,1,3257,Male,2,Manufacturing Director,Single,61460,2.0,Y,12,8,0,10.0,3,4,1,3,No
6.460894689870556,19,3,3,2.0,2.0,3.0,44,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2120,Female,1,Laboratory Technician,Married,42620,7.0,Y,18,8,0,26.0,2,22,3,10,No
6.500393797411666,14,3,3,3.0,1.0,3.0,34,Travel_Rarely,Sales,2,3,Marketing,1,1792,Male,1,Sales Representative,Single,103120,1.0,Y,12,8,0,6.0,2,6,1,3,No
6.629110887996389,7,2,3,4.0,4.0,3.0,38,Travel_Rarely,Sales,2,3,Marketing,1,1500,Female,1,Manager,Divorced,44480,9.0,Y,12,8,0,10.0,3,2,1,2,No
7.885165104863889,15,3,3,2.0,3.0,3.0,29,Travel_Rarely,Research & Development,29,4,Technical Degree,1,2145,Female,1,Sales Representative,Divorced,28860,3.0,Y,13,8,0,10.0,4,7,7,7,Yes
8.518757251226944,3,2,3,1.0,4.0,3.0,44,Travel_Frequently,Sales,2,2,Marketing,1,3848,Male,1,Laboratory Technician,Married,34520,4.0,Y,11,8,1,14.0,2,10,0,2,No
9.886398929049445,3,2,3,1.0,4.0,1.0,32,Travel_Rarely,Research & Development,9,1,Medical,1,3339,Female,1,Laboratory Technician,Single,27410,1.0,Y,15,8,1,1.0,5,1,0,1,Yes
5.8924631860775,13,2,3,2.0,1.0,2.0,29,Travel_Rarely,Sales,9,3,Life Sciences,1,3688,Male,1,Laboratory Technician,Single,111030,1.0,Y,12,8,0,10.0,5,10,0,9,No
6.938787371708889,9,3,4,3.0,1.0,4.0,60,Travel_Frequently,Research & Development,16,3,Life Sciences,1,3110,Female,4,Laboratory Technician,Married,23390,4.0,Y,20,8,0,22.0,4,18,13,11,No
7.825200803212778,11,2,3,2.0,3.0,3.0,50,Travel_Frequently,Research & Development,4,2,Medical,1,3211,Male,4,Sales Representative,Married,44240,3.0,Y,14,8,1,18.0,2,4,1,3,Yes
7.832437527889167,5,2,3,,3.0,3.0,32,Travel_Rarely,Research & Development,3,1,Medical,1,1813,Male,2,Manufacturing Director,Married,171810,1.0,Y,14,8,0,14.0,2,14,6,8,No
6.460911423471389,17,3,3,1.0,3.0,2.0,38,Travel_Rarely,Research & Development,1,2,Medical,1,2906,Male,4,Laboratory Technician,Divorced,64720,0.0,Y,12,8,0,17.0,4,16,5,13,No
7.565435073627778,14,4,3,3.0,1.0,3.0,41,Travel_Rarely,Research & Development,10,4,Medical,1,1361,Male,4,Research Scientist,Married,57430,2.0,Y,12,8,3,7.0,2,5,1,4,No
6.389250334671944,5,2,3,4.0,4.0,1.0,22,Travel_Rarely,Research & Development,2,2,Life Sciences,1,3313,Male,1,Sales Representative,Married,11020,6.0,Y,19,8,0,4.0,3,2,2,2,No
8.946868585452778,10,2,3,3.0,2.0,1.0,35,Travel_Rarely,Sales,24,3,Medical,1,3408,Male,3,Healthcare Representative,Divorced,20700,1.0,Y,13,8,3,5.0,1,4,0,2,Yes
6.734752342703889,19,1,3,2.0,2.0,4.0,40,Travel_Rarely,Research & Development,1,3,Medical,1,627,Female,2,Research Scientist,Divorced,37800,7.0,Y,12,8,0,7.0,2,5,1,3,No
6.089819277108333,6,3,3,3.0,1.0,2.0,30,Travel_Rarely,Research & Development,8,3,Medical,1,1995,Female,1,Sales Executive,Married,183000,0.0,Y,14,8,0,7.0,6,6,0,2,No
7.056963409192222,5,2,4,2.0,1.0,3.0,28,Travel_Rarely,Research & Development,9,3,Medical,1,45,Male,1,Sales Representative,Single,46480,0.0,Y,23,8,2,9.0,2,8,0,7,No
8.912962962962778,15,3,3,3.0,1.0,3.0,35,Non-Travel,Research & Development,5,4,Technical Degree,1,2736,Female,3,Manufacturing Director,Married,48980,2.0,Y,15,8,2,10.0,2,4,2,3,No
5.849622936189166,6,2,3,3.0,3.0,3.0,31,Non-Travel,Sales,4,1,Medical,1,1437,Female,3,Research Scientist,Married,96100,0.0,Y,11,8,1,6.0,2,5,1,4,No
6.74151048639,6,2,3,1.0,3.0,2.0,24,Non-Travel,Research & Development,1,5,Life Sciences,1,1233,Male,3,Research Scientist,Divorced,93800,0.0,Y,16,8,0,5.0,2,4,1,3,No
7.067703034359444,10,3,3,4.0,3.0,3.0,27,Travel_Rarely,Research & Development,6,2,Medical,1,3516,Female,1,Healthcare Representative,Married,42600,1.0,Y,11,8,2,4.0,2,4,2,2,No
6.742746541722222,16,3,3,3.0,4.0,3.0,59,Non-Travel,Research & Development,12,2,Life Sciences,1,4258,Male,2,Sales Executive,Married,47230,9.0,Y,14,8,0,30.0,0,3,2,2,No
7.659798081213611,11,2,4,4.0,4.0,4.0,43,Non-Travel,Research & Development,6,2,Medical,1,1406,Male,1,Healthcare Representative,Divorced,20280,4.0,Y,20,8,1,7.0,2,5,2,2,No
7.674410977242222,7,2,3,4.0,1.0,4.0,44,Travel_Rarely,Sales,26,1,Marketing,1,2291,Male,1,Sales Representative,Married,107610,3.0,Y,11,8,1,24.0,5,20,14,17,No
5.764557117358056,9,2,4,4.0,3.0,3.0,32,Non-Travel,Research & Development,7,2,Life Sciences,1,3152,Female,2,Research Director,Married,32980,8.0,Y,22,8,0,6.0,4,4,1,2,Yes
9.550373717090556,4,1,3,1.0,1.0,3.0,35,Travel_Rarely,Research & Development,2,3,Medical,1,3793,Female,1,Research Scientist,Divorced,25320,1.0,Y,13,8,0,1.0,2,1,0,0,Yes
9.437670682730833,2,2,3,3.0,4.0,3.0,33,Non-Travel,Research & Development,18,2,Medical,1,3881,Female,2,Healthcare Representative,Divorced,63850,1.0,Y,13,8,0,7.0,6,6,1,2,No
5.706788264167778,12,3,3,3.0,2.0,4.0,47,Non-Travel,Research & Development,1,4,Medical,1,2583,Male,1,Research Scientist,Married,45380,8.0,Y,11,8,0,16.0,3,8,1,7,No
5.835846720214167,18,3,3,1.0,4.0,2.0,57,Travel_Rarely,Research & Development,2,2,Life Sciences,1,167,Male,4,Research Scientist,Divorced,63060,3.0,Y,12,8,1,32.0,3,1,0,0,No
8.011560687193056,14,4,3,3.0,1.0,2.0,58,Travel_Rarely,Sales,1,4,Technical Degree,1,2179,Male,2,Sales Executive,Married,10090,7.0,Y,13,8,2,31.0,3,10,5,9,Yes
7.357505577866944,8,3,3,3.0,2.0,1.0,26,Travel_Frequently,Research & Development,1,4,Other,1,1491,Male,2,Laboratory Technician,Divorced,104470,1.0,Y,18,8,0,6.0,3,6,1,4,No
7.698510709504444,8,3,3,4.0,3.0,3.0,36,Non-Travel,Research & Development,8,4,Life Sciences,1,925,Male,4,Laboratory Technician,Married,103880,0.0,Y,14,8,0,4.0,2,3,1,2,No
6.724477911646389,13,3,3,3.0,4.0,3.0,48,Travel_Frequently,Sales,10,4,Marketing,1,3849,Female,3,Manager,Married,22700,2.0,Y,14,8,3,23.0,2,2,2,2,No
9.712416331994444,5,2,3,2.0,2.0,3.0,28,Travel_Rarely,Sales,1,2,Technical Degree,1,1825,Female,1,Sales Executive,Married,22310,1.0,Y,12,8,0,8.0,3,8,7,5,No
6.551402275769722,7,3,3,4.0,3.0,3.0,39,Travel_Rarely,Research & Development,12,5,Medical,1,1739,Female,1,Sales Representative,Single,62200,1.0,Y,14,8,2,20.0,2,20,11,10,No
6.7881961178044445,14,3,3,3.0,4.0,3.0,59,Non-Travel,Research & Development,12,2,Life Sciences,1,2788,Male,2,Sales Executive,Married,47230,9.0,Y,14,8,0,30.0,0,3,2,2,No
7.188787371708889,10,3,3,1.0,1.0,2.0,51,Travel_Frequently,Research & Development,1,3,Life Sciences,1,1323,Female,1,Sales Executive,Single,20730,3.0,Y,14,8,1,23.0,4,13,12,8,No
8.385918116911945,19,2,3,2.0,1.0,4.0,36,Travel_Rarely,Research & Development,25,1,Life Sciences,1,1251,Female,4,Sales Executive,Married,170070,9.0,Y,12,8,1,6.0,2,1,0,0,No
8.436279562695,14,3,3,4.0,4.0,3.0,27,Travel_Frequently,Sales,4,3,Technical Degree,1,1734,Male,5,Laboratory Technician,Divorced,21940,1.0,Y,12,8,0,6.0,5,6,0,4,No
5.915160642570278,19,4,3,2.0,3.0,3.0,34,Travel_Rarely,Research & Development,2,5,Technical Degree,1,3232,Male,2,Healthcare Representative,Single,49990,3.0,Y,12,8,2,10.0,2,5,4,3,No
6.596371039714167,8,3,3,3.0,2.0,3.0,24,Non-Travel,Sales,1,5,Marketing,1,329,Female,1,Manufacturing Director,Divorced,81890,1.0,Y,14,8,1,1.0,3,1,0,0,No
7.576481481481389,8,3,3,3.0,1.0,3.0,36,Travel_Rarely,Sales,2,4,Technical Degree,1,495,Male,4,Sales Executive,Single,54820,1.0,Y,18,8,0,18.0,3,17,15,14,Yes
7.416961178045278,21,3,4,3.0,4.0,3.0,38,Non-Travel,Sales,4,3,Life Sciences,1,446,Male,2,Research Director,Single,100480,1.0,Y,23,8,1,6.0,2,5,1,3,No
7.112595939312778,16,2,3,3.0,3.0,2.0,46,Travel_Rarely,Sales,19,4,Marketing,1,1625,Female,1,Sales Executive,Divorced,41080,2.0,Y,14,8,0,19.0,5,10,0,8,No
7.340606871931945,9,3,4,2.0,4.0,4.0,38,Travel_Rarely,Research & Development,3,4,Life Sciences,1,2589,Female,1,Sales Representative,Divorced,44900,2.0,Y,21,8,1,10.0,1,5,0,3,No
5.842812360553055,22,2,3,3.0,4.0,3.0,55,Travel_Rarely,Research & Development,11,1,Medical,1,2329,Female,1,Laboratory Technician,Married,26930,1.0,Y,18,8,0,36.0,6,36,2,13,No
6.857470995091389,14,2,3,2.0,3.0,3.0,32,Travel_Rarely,Sales,15,3,Marketing,1,2777,Male,1,Research Scientist,Single,101690,1.0,Y,14,8,0,12.0,6,11,5,7,No
8.419452253458056,11,4,3,2.0,4.0,3.0,38,Non-Travel,Sales,11,1,Marketing,1,4236,Male,2,Laboratory Technician,Divorced,24300,7.0,Y,13,8,2,17.0,2,13,1,9,No
6.205203034359444,10,3,3,4.0,1.0,2.0,37,Travel_Rarely,Research & Development,10,1,Technical Degree,1,1599,Male,1,Sales Executive,Divorced,133410,1.0,Y,14,8,1,18.0,3,18,12,17,No
7.175620258812778,14,2,4,2.0,1.0,3.0,35,Travel_Rarely,Research & Development,2,3,Medical,1,893,Female,2,Sales Executive,Married,21570,1.0,Y,25,8,0,16.0,1,16,1,10,No
8.462938420348056,17,2,4,4.0,4.0,3.0,20,Travel_Frequently,Sales,8,3,Marketing,1,3459,Male,3,Sales Executive,Single,34640,1.0,Y,20,8,0,2.0,3,2,0,2,Yes
7.486257251226944,9,3,3,4.0,4.0,3.0,34,Travel_Rarely,Research & Development,12,3,Technical Degree,1,3250,Male,1,Research Scientist,Single,45050,1.0,Y,12,8,0,6.0,3,6,1,4,No
8.471864123159166,7,3,4,1.0,3.0,4.0,51,Travel_Rarely,Sales,23,3,Medical,1,522,Female,2,Research Scientist,Married,192720,9.0,Y,20,8,0,18.0,2,10,2,7,Yes
5.967138554216667,6,2,3,3.0,1.0,2.0,41,Travel_Rarely,Sales,29,3,Life Sciences,1,1455,Female,2,Laboratory Technician,Divorced,52940,2.0,Y,15,8,0,17.0,3,1,0,0,No
6.9607463186075,17,3,3,3.0,2.0,4.0,34,Travel_Frequently,Sales,1,3,Life Sciences,1,2136,Male,2,Sales Executive,Married,24000,4.0,Y,18,8,1,14.0,3,10,1,8,No
10.246797188755,15,3,3,4.0,4.0,3.0,44,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1963,Female,1,Healthcare Representative,Married,80200,3.0,Y,11,8,1,23.0,2,12,11,11,No
9.28184181169111,11,3,3,2.0,4.0,2.0,36,Travel_Rarely,Sales,10,4,Marketing,1,1834,Male,3,Manager,Married,86860,1.0,Y,13,8,0,18.0,2,18,4,11,No
6.035341365461667,23,3,3,4.0,2.0,3.0,31,Travel_Rarely,Research & Development,16,4,Life Sciences,1,778,Male,3,Human Resources,Single,42440,9.0,Y,13,8,0,8.0,3,3,0,2,No
8.222566934404167,8,3,4,4.0,4.0,4.0,44,Travel_Rarely,Human Resources,26,3,Life Sciences,1,4184,Male,5,Healthcare Representative,Married,47590,2.0,Y,21,8,0,9.0,2,4,1,3,No
6.880699464524723,9,3,3,4.0,1.0,3.0,31,Travel_Rarely,Research & Development,24,1,Medical,1,3082,Male,3,Laboratory Technician,Married,44400,1.0,Y,13,8,1,4.0,2,4,3,2,No
10.197545738509444,5,2,3,2.0,1.0,3.0,30,Travel_Rarely,Research & Development,6,4,Medical,1,691,Female,1,Sales Executive,Married,30410,1.0,Y,11,8,1,9.0,2,9,0,8,No
6.708148148148055,6,3,3,4.0,1.0,3.0,34,Travel_Rarely,Research & Development,10,4,Life Sciences,1,2261,Female,1,Sales Representative,Single,192460,3.0,Y,15,8,1,15.0,5,13,3,12,No
8.330619143239444,16,2,3,3.0,2.0,3.0,25,Travel_Rarely,Research & Development,1,2,Life Sciences,1,426,Male,1,Sales Executive,Married,32120,1.0,Y,15,8,1,1.0,3,1,0,0,Yes
6.807350513163611,17,1,4,4.0,4.0,3.0,36,Non-Travel,Human Resources,28,3,Human Resources,1,101,Male,2,Laboratory Technician,Single,24320,4.0,Y,22,8,0,7.0,4,1,0,0,No
7.885896921017222,7,3,3,4.0,3.0,3.0,55,Travel_Rarely,Research & Development,7,3,Medical,1,1278,Male,3,Research Scientist,Divorced,22720,2.0,Y,17,8,1,21.0,2,5,0,2,No
7.484521419009167,4,1,3,4.0,4.0,3.0,44,Travel_Rarely,Research & Development,3,4,Medical,1,3558,Male,2,Research Scientist,Single,25640,1.0,Y,12,8,3,20.0,3,20,13,17,No
6.066471441320833,23,3,3,3.0,1.0,3.0,28,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3667,Female,2,Healthcare Representative,Married,111590,1.0,Y,12,8,0,5.0,2,5,0,4,No
